street_name,defect_type,severity,latitude,longitude
Shubra St,pothole,2,30.107041,31.267526
Maadi Corniche,subsidence,1,29.972679,31.255601
Airport Rd,rutting,4,30.114048,31.393903
Mohamed Farid St,crack,3,30.055356,31.243079
Ramsis St,pothole,4,30.070154,31.254107
Dokki St,rutting,1,30.033355,31.213094
Salah Salem,pothole,3,30.07692,31.273815
Abbas El Akkad,crack,5,30.066928,31.32299
Shubra St,pothole,4,30.112271,31.266965
Airport Rd,rutting,4,30.11619,31.405042
Abbas El Akkad,pothole,3,30.063623,31.3246
Maadi Corniche,pothole,1,29.964142,31.256583
Suez Desert Rd,crack,5,30.106357,31.401768
Dokki St,crack,2,30.032168,31.20822
Suez Desert Rd,crack,3,30.09889,31.397331
Autostrad Rd,marking,3,30.078592,31.346662
Salah Salem,edge_break,3,30.068944,31.281861
Port Said St,rutting,4,30.067351,31.261262
Mohamed Farid St,pothole,5,30.057405,31.245708
Ring Road,crack,3,30.020056,31.196271
Ain Shams St,crack,3,30.108524,31.319046
Mohandiseen Rd,rutting,3,30.056984,31.199976
Mohamed Farid St,pothole,3,30.059414,31.24814
Dokki St,marking,3,30.045124,31.210721
Pyramids Rd,pothole,2,29.970501,31.126941
Shubra St,rutting,3,30.113696,31.269519
Port Said St,rutting,5,30.073871,31.26552
Ain Shams St,subsidence,3,30.102243,31.316237
October Bridge,rutting,2,30.050361,31.226927
Airport Rd,crack,3,30.119192,31.407903
Suez Desert Rd,subsidence,3,30.095833,31.399968
Autostrad Rd,pothole,2,30.075939,31.349173
October Bridge,rutting,3,30.051747,31.235233
Ain Shams St,pothole,4,30.10472,31.317325
Autostrad Rd,rutting,5,30.072145,31.351207
Airport Rd,crack,5,30.124064,31.405007
Tahrir Square Rd,crack,4,30.052213,31.239417
Port Said St,pothole,2,30.062997,31.261145
Port Said St,pothole,3,30.069288,31.253074
Nasr Rd,rutting,4,30.06096,31.327501
Maadi Corniche,marking,2,29.963718,31.246759
Ring Road,pothole,1,30.016044,31.199082
Tahrir Square Rd,subsidence,5,30.052359,31.234395
Maadi Corniche,crack,3,29.975879,31.256003
Port Said St,rutting,3,30.068219,31.261103
Tahrir Square Rd,rutting,5,30.04249,31.242655
Maadi Corniche,edge_break,5,29.973987,31.251848
Shubra St,rutting,3,30.111463,31.276973
Corniche El Nil,pothole,5,30.058233,31.246855
Heliopolis Ave,pothole,5,30.084051,31.316137
Maadi Corniche,crack,5,29.962121,31.253434
Dokki St,rutting,1,30.032371,31.207956
Mohandiseen Rd,rutting,3,30.058954,31.205286
Abbas El Akkad,rutting,4,30.063011,31.318506
Ramsis St,pothole,2,30.070261,31.243289
Mohandiseen Rd,marking,3,30.066578,31.192184
Suez Desert Rd,crack,4,30.09586,31.40511
Nasr Rd,marking,3,30.063627,31.337945
Salah Salem,marking,3,30.065801,31.281102
Autostrad Rd,pothole,5,30.075575,31.352478
Ramsis St,subsidence,2,30.069731,31.251904
Ain Shams St,crack,1,30.115637,31.32318
Salah Salem,crack,5,30.068132,31.287445
Heliopolis Ave,pothole,1,30.095386,31.321724
Salah Salem,marking,2,30.069157,31.282667
Abbas El Akkad,rutting,3,30.068397,31.321099
Corniche El Nil,marking,5,30.048788,31.24405
Port Said St,rutting,2,30.065203,31.254447
Tahrir Square Rd,subsidence,4,30.036667,31.229381
Nasr Rd,crack,5,30.066887,31.328603
Airport Rd,pothole,3,30.118348,31.407442
Corniche El Nil,crack,4,30.060547,31.23448
Maadi Corniche,marking,3,29.973958,31.24931
Nasr Rd,pothole,2,30.056348,31.328464
Nasr Rd,marking,4,30.059645,31.325974
Mohamed Farid St,crack,4,30.054243,31.256658
Pyramids Rd,subsidence,4,29.976091,31.137756
Airport Rd,crack,1,30.114369,31.403633
Maadi Corniche,pothole,2,29.977755,31.252935
Heliopolis Ave,marking,2,30.088454,31.322309
Pyramids Rd,crack,4,29.962354,31.136432
October Bridge,crack,4,30.050549,31.226631
Maadi Corniche,crack,3,29.97152,31.244649
Salah Salem,marking,2,30.065032,31.277582
Mohamed Farid St,marking,3,30.055479,31.254851
Shubra St,edge_break,1,30.104495,31.275676
Ring Road,pothole,1,30.025789,31.199125
October Bridge,crack,2,30.047639,31.236274
Ain Shams St,pothole,5,30.116492,31.312154
Ramsis St,crack,1,30.068384,31.252028
Airport Rd,crack,5,30.117175,31.395361
Ring Road,marking,5,30.027415,31.198289
Heliopolis Ave,rutting,4,30.092179,31.325772
Nasr Rd,marking,4,30.060458,31.335824
Ring Road,crack,3,30.017135,31.193337
Nasr Rd,rutting,3,30.066751,31.329906
Ramsis St,pothole,3,30.062599,31.243897
Autostrad Rd,marking,3,30.087032,31.346242
Maadi Corniche,crack,4,29.970531,31.246191
October Bridge,crack,4,30.060708,31.230795
Maadi Corniche,subsidence,4,29.96865,31.25686
Corniche El Nil,crack,2,30.054038,31.245613
Maadi Corniche,marking,1,29.973628,31.249652
Ramsis St,pothole,2,30.068596,31.253762
Pyramids Rd,crack,4,29.977549,31.124799
Mohandiseen Rd,pothole,5,30.058708,31.192455
Shubra St,pothole,3,30.116905,31.267733
Heliopolis Ave,crack,3,30.090159,31.327704
Ain Shams St,rutting,4,30.112839,31.327399
Maadi Corniche,crack,5,29.9716,31.256659
Autostrad Rd,pothole,3,30.075185,31.3505
Ain Shams St,marking,4,30.111097,31.319288
Ramsis St,rutting,3,30.054882,31.252667
Nasr Rd,crack,3,30.059402,31.327841
Ring Road,pothole,4,30.025301,31.205331
Maadi Corniche,edge_break,4,29.973719,31.244713
Suez Desert Rd,crack,3,30.094351,31.407182
Maadi Corniche,crack,4,29.973013,31.25369
Abbas El Akkad,marking,3,30.068115,31.325658
Tahrir Square Rd,rutting,2,30.042197,31.231982
Ain Shams St,crack,5,30.109208,31.322693
Pyramids Rd,rutting,5,29.972789,31.123645
Nasr Rd,pothole,2,30.052469,31.33079
Pyramids Rd,marking,5,29.967191,31.129108
Abbas El Akkad,marking,3,30.072635,31.320581
Mohamed Farid St,rutting,4,30.054322,31.250982
Nasr Rd,rutting,1,30.055029,31.337783
Mohamed Farid St,marking,3,30.052492,31.24299
Abbas El Akkad,crack,3,30.057349,31.319209
Suez Desert Rd,subsidence,3,30.103518,31.400799
Suez Desert Rd,crack,1,30.097425,31.406282
Maadi Corniche,crack,3,29.972611,31.257424
Mohamed Farid St,rutting,4,30.061211,31.241842
Nasr Rd,marking,3,30.0671,31.322011
Autostrad Rd,pothole,3,30.081671,31.345599
Nasr Rd,pothole,2,30.055012,31.332014
Shubra St,crack,2,30.110279,31.27343
Tahrir Square Rd,marking,4,30.038964,31.231813
Airport Rd,pothole,3,30.12333,31.395133
October Bridge,crack,3,30.055111,31.22993
Corniche El Nil,crack,1,30.0601,31.237836
Maadi Corniche,crack,3,29.970081,31.243785
Shubra St,crack,2,30.103999,31.276681
Maadi Corniche,pothole,5,29.977508,31.247793
Mohamed Farid St,rutting,2,30.053047,31.250705
Maadi Corniche,edge_break,4,29.96772,31.252331
Pyramids Rd,pothole,3,29.962089,31.132011
Shubra St,rutting,3,30.110332,31.264236
Ramsis St,pothole,2,30.058394,31.253813
Heliopolis Ave,crack,2,30.095988,31.320829
October Bridge,crack,4,30.049557,31.228629
Shubra St,edge_break,1,30.110572,31.273006
October Bridge,pothole,2,30.061533,31.236997
Port Said St,crack,4,30.070176,31.260051
Nasr Rd,pothole,5,30.062395,31.328222
Nasr Rd,rutting,4,30.061571,31.332044
Maadi Corniche,pothole,1,29.966215,31.252332
Maadi Corniche,rutting,2,29.964357,31.2492
Ain Shams St,crack,2,30.104558,31.321244
Nasr Rd,pothole,5,30.057096,31.334156
Airport Rd,crack,3,30.127844,31.395604
Airport Rd,pothole,4,30.113956,31.395857
Port Said St,subsidence,3,30.07188,31.259971
Dokki St,pothole,4,30.035712,31.204558
Ramsis St,crack,3,30.058071,31.25755
Ramsis St,rutting,5,30.07012,31.244135
Dokki St,pothole,5,30.039243,31.215359
Pyramids Rd,subsidence,4,29.966669,31.135222
Autostrad Rd,marking,2,30.07242,31.346642
Pyramids Rd,pothole,3,29.967878,31.125238
Shubra St,pothole,4,30.112716,31.273235
Pyramids Rd,rutting,4,29.971368,31.130197
Nasr Rd,pothole,3,30.066588,31.332201
Ramsis St,crack,5,30.060345,31.249479
Port Said St,edge_break,5,30.065396,31.258705
Airport Rd,rutting,4,30.118584,31.401095
Ain Shams St,edge_break,4,30.112416,31.317472
Ring Road,marking,4,30.024063,31.20732
October Bridge,pothole,5,30.060902,31.225676
Abbas El Akkad,rutting,2,30.067444,31.317258
Shubra St,rutting,3,30.117143,31.277723
Dokki St,pothole,3,30.032506,31.206387
Dokki St,subsidence,1,30.046242,31.206759
Dokki St,marking,1,30.032018,31.20839
Tahrir Square Rd,pothole,2,30.049002,31.236274
Nasr Rd,pothole,4,30.06181,31.332508
Maadi Corniche,rutting,4,29.974525,31.246271
Airport Rd,crack,5,30.122154,31.400427
Port Said St,crack,3,30.067185,31.25223
Salah Salem,subsidence,3,30.076886,31.272246
Pyramids Rd,pothole,4,29.96802,31.128608
Ring Road,pothole,3,30.023117,31.200671
Dokki St,pothole,3,30.040541,31.205722
Ring Road,subsidence,5,30.014954,31.200384
Pyramids Rd,crack,5,29.967081,31.134801
Dokki St,crack,5,30.045979,31.207599
Salah Salem,pothole,4,30.07675,31.282513
Mohamed Farid St,marking,4,30.05853,31.24339
Port Said St,pothole,5,30.072443,31.265183
Port Said St,pothole,5,30.07651,31.255365
Ramsis St,crack,1,30.067824,31.24198
Mohamed Farid St,rutting,3,30.060032,31.253474
Dokki St,crack,3,30.040815,31.216371
Maadi Corniche,crack,1,29.962255,31.251911
Mohamed Farid St,crack,3,30.050941,31.255502
Ramsis St,pothole,5,30.056702,31.255524
Corniche El Nil,crack,3,30.054304,31.24233
Suez Desert Rd,edge_break,3,30.09531,31.399226
Shubra St,crack,4,30.110239,31.27251
Suez Desert Rd,marking,2,30.097382,31.404446
Nasr Rd,subsidence,5,30.056906,31.334429
Heliopolis Ave,rutting,4,30.090132,31.322048
Mohandiseen Rd,rutting,4,30.053732,31.192772
Mohandiseen Rd,marking,4,30.064762,31.194614
Corniche El Nil,crack,5,30.062321,31.236026
Mohandiseen Rd,pothole,2,30.054015,31.194238
Mohamed Farid St,marking,2,30.061382,31.248472
Port Said St,pothole,1,30.073553,31.262033
Mohandiseen Rd,pothole,1,30.061586,31.194895
Ring Road,pothole,5,30.015431,31.194706
Port Said St,edge_break,3,30.075817,31.256146
Maadi Corniche,subsidence,4,29.967286,31.253968
Maadi Corniche,marking,3,29.963551,31.25256
Airport Rd,crack,2,30.112853,31.402082
Nasr Rd,marking,4,30.064633,31.337751
Pyramids Rd,pothole,3,29.975753,31.137849
Abbas El Akkad,marking,4,30.058824,31.318743
Pyramids Rd,pothole,1,29.976381,31.136983
Pyramids Rd,subsidence,3,29.973672,31.132025
Autostrad Rd,pothole,4,30.076579,31.35223
Abbas El Akkad,pothole,2,30.067947,31.325377
Airport Rd,pothole,2,30.119318,31.401171
Corniche El Nil,marking,4,30.063348,31.245993
Port Said St,crack,3,30.062615,31.264012
Mohandiseen Rd,marking,5,30.064363,31.196014
Maadi Corniche,crack,5,29.973135,31.253379
Ring Road,crack,3,30.02294,31.20492
Abbas El Akkad,crack,5,30.063006,31.32533
Mohamed Farid St,rutting,3,30.058541,31.2422
Ramsis St,rutting,4,30.055582,31.252815
Pyramids Rd,subsidence,4,29.970473,31.129378
Airport Rd,pothole,3,30.117068,31.396125
Ain Shams St,pothole,5,30.117231,31.327088
Ramsis St,crack,1,30.06924,31.249572
Tahrir Square Rd,subsidence,4,30.046503,31.229704
Mohamed Farid St,crack,4,30.056827,31.248264
Ain Shams St,pothole,2,30.110514,31.319486
Corniche El Nil,rutting,3,30.048299,31.238801
Corniche El Nil,subsidence,4,30.058088,31.242308
October Bridge,pothole,4,30.048594,31.222557
Abbas El Akkad,marking,3,30.072239,31.313431
Abbas El Akkad,pothole,5,30.069017,31.325984
Tahrir Square Rd,crack,4,30.042913,31.230929
Nasr Rd,rutting,3,30.060049,31.332983
Maadi Corniche,rutting,5,29.962014,31.252775
Ain Shams St,pothole,3,30.11301,31.313811
Ain Shams St,crack,4,30.109326,31.327981
Salah Salem,rutting,2,30.076118,31.27283
Port Said St,crack,3,30.070435,31.259284
Port Said St,marking,2,30.067125,31.253803
Dokki St,pothole,3,30.040558,31.207664
Airport Rd,marking,2,30.119033,31.393847
Abbas El Akkad,pothole,5,30.063502,31.320989
Mohandiseen Rd,crack,3,30.052116,31.201387
Ain Shams St,rutting,3,30.1078,31.313642
Pyramids Rd,crack,5,29.967942,31.135432
Ramsis St,pothole,2,30.059971,31.246228
Maadi Corniche,rutting,5,29.970578,31.248346
Airport Rd,crack,3,30.127945,31.398992
Maadi Corniche,subsidence,3,29.974548,31.255995
Maadi Corniche,edge_break,5,29.972217,31.251354
Heliopolis Ave,subsidence,1,30.088705,31.312636
Dokki St,crack,2,30.047354,31.212988
Mohandiseen Rd,subsidence,2,30.063196,31.19252
October Bridge,crack,3,30.056282,31.222041
Heliopolis Ave,pothole,4,30.082921,31.316974
Suez Desert Rd,pothole,2,30.103762,31.395534
Ramsis St,pothole,4,30.064509,31.252517
Abbas El Akkad,crack,3,30.068566,31.32568
Nasr Rd,rutting,3,30.060169,31.333705
Ain Shams St,rutting,3,30.103429,31.326019
Pyramids Rd,crack,1,29.975931,31.133701
Heliopolis Ave,edge_break,1,30.09154,31.318607
Tahrir Square Rd,crack,5,30.045168,31.23481
Mohandiseen Rd,crack,3,30.05862,31.19456
Abbas El Akkad,crack,4,30.063745,31.323221
Port Said St,pothole,5,30.062221,31.253369
Ring Road,rutting,3,30.02596,31.202583
Port Said St,marking,3,30.07625,31.262994
Ain Shams St,pothole,5,30.112284,31.322873
Ain Shams St,rutting,5,30.116305,31.32027
Heliopolis Ave,pothole,3,30.093213,31.323365
Heliopolis Ave,pothole,4,30.094509,31.32145
Tahrir Square Rd,crack,4,30.043813,31.232254
Mohandiseen Rd,rutting,1,30.064693,31.199488
Salah Salem,marking,3,30.065122,31.276397
Tahrir Square Rd,crack,2,30.044382,31.235942
October Bridge,rutting,4,30.06207,31.225913
Ain Shams St,crack,4,30.105159,31.327008
Maadi Corniche,marking,2,29.970829,31.251958
Corniche El Nil,crack,4,30.059916,31.240886
Salah Salem,subsidence,3,30.069976,31.283175
Abbas El Akkad,pothole,2,30.064764,31.318551
Airport Rd,rutting,1,30.126589,31.395134
Heliopolis Ave,rutting,4,30.088933,31.327111
Ring Road,rutting,3,30.019899,31.200152
October Bridge,pothole,3,30.059857,31.232291
Mohandiseen Rd,marking,3,30.058361,31.196892
Mohandiseen Rd,marking,2,30.064841,31.195996
Maadi Corniche,pothole,2,29.974132,31.257938
Suez Desert Rd,rutting,1,30.101188,31.396404
Ramsis St,edge_break,3,30.057526,31.250539
Autostrad Rd,pothole,3,30.085662,31.356442
Autostrad Rd,pothole,2,30.085825,31.351827
Tahrir Square Rd,pothole,3,30.040214,31.236327
October Bridge,pothole,5,30.048144,31.222048
Autostrad Rd,subsidence,4,30.081687,31.349122
Pyramids Rd,marking,1,29.976877,31.128953
Ain Shams St,crack,3,30.1146,31.326157
October Bridge,subsidence,3,30.062928,31.233594
Mohandiseen Rd,rutting,4,30.067426,31.203693
Nasr Rd,crack,2,30.053588,31.335043
Ring Road,pothole,3,30.020937,31.200485
Port Said St,crack,4,30.069194,31.259398
Ain Shams St,rutting,1,30.107646,31.320873
Nasr Rd,rutting,2,30.055483,31.323231
Salah Salem,pothole,2,30.062878,31.275112
Abbas El Akkad,pothole,2,30.063955,31.327016
October Bridge,crack,5,30.062643,31.236313
Mohamed Farid St,rutting,4,30.052725,31.25499
Tahrir Square Rd,crack,2,30.03857,31.236111
Suez Desert Rd,pothole,3,30.103229,31.398169
Maadi Corniche,rutting,4,29.97723,31.244181
Corniche El Nil,edge_break,4,30.053069,31.234196
Port Said St,crack,3,30.077651,31.257481
Shubra St,rutting,1,30.117138,31.262943
Nasr Rd,crack,3,30.058744,31.330858
October Bridge,marking,5,30.059392,31.231111
Ramsis St,marking,3,30.064065,31.245897
Ring Road,crack,4,30.021349,31.202582
Heliopolis Ave,edge_break,3,30.094123,31.322694
Corniche El Nil,edge_break,3,30.053515,31.243052
Mohandiseen Rd,pothole,2,30.065055,31.192195
Port Said St,pothole,4,30.0662,31.263498
Shubra St,crack,2,30.109128,31.274767
Port Said St,rutting,3,30.070832,31.263346
Nasr Rd,crack,2,30.066193,31.325718
Mohandiseen Rd,edge_break,2,30.055817,31.193639
Airport Rd,rutting,4,30.123375,31.404638
Suez Desert Rd,crack,3,30.10688,31.403368
Heliopolis Ave,marking,2,30.083212,31.321218
Nasr Rd,pothole,1,30.063751,31.324912
Maadi Corniche,pothole,3,29.970266,31.242486
Dokki St,pothole,3,30.042327,31.217679
Nasr Rd,rutting,3,30.054043,31.327022
Abbas El Akkad,rutting,2,30.068493,31.319157
Dokki St,crack,2,30.038018,31.203071
Abbas El Akkad,crack,2,30.060055,31.313726
October Bridge,rutting,2,30.05166,31.231804
Ain Shams St,marking,5,30.115609,31.319641
Ramsis St,pothole,3,30.061391,31.25611
Maadi Corniche,crack,2,29.962775,31.244832
Tahrir Square Rd,rutting,4,30.044067,31.228502
Airport Rd,crack,1,30.11615,31.393047
Heliopolis Ave,marking,2,30.089961,31.326234
Nasr Rd,crack,3,30.060281,31.331745
Tahrir Square Rd,rutting,2,30.050608,31.242139
Abbas El Akkad,rutting,3,30.072074,31.316575
Shubra St,rutting,4,30.115202,31.271135
Salah Salem,pothole,5,30.072532,31.281599
Ring Road,subsidence,4,30.012037,31.202903
Pyramids Rd,pothole,3,29.969906,31.123597
Dokki St,pothole,1,30.035503,31.214312
Suez Desert Rd,crack,5,30.10721,31.4028
Autostrad Rd,marking,2,30.086482,31.352399
Autostrad Rd,crack,3,30.085183,31.351336
Ring Road,marking,5,30.013265,31.201865
Shubra St,pothole,3,30.109348,31.275283
Dokki St,pothole,3,30.033653,31.216348
Nasr Rd,marking,4,30.053357,31.32446
Airport Rd,marking,5,30.115778,31.404142
Pyramids Rd,edge_break,2,29.973761,31.128274
Dokki St,pothole,4,30.040787,31.203702
Mohamed Farid St,pothole,3,30.053156,31.246001
Corniche El Nil,rutting,3,30.05386,31.246894
Heliopolis Ave,rutting,3,30.082767,31.313866
Maadi Corniche,pothole,5,29.968376,31.246964
Dokki St,rutting,3,30.0321,31.208889
Maadi Corniche,crack,3,29.965502,31.246748
Dokki St,marking,1,30.032925,31.206423
Autostrad Rd,edge_break,4,30.085741,31.345657
Port Said St,crack,3,30.075076,31.260949
Corniche El Nil,subsidence,1,30.063043,31.2369
Ain Shams St,crack,3,30.114516,31.313949
Tahrir Square Rd,marking,2,30.043401,31.229993
Tahrir Square Rd,pothole,4,30.040971,31.234987
Shubra St,rutting,1,30.113662,31.262962
Ramsis St,rutting,1,30.070567,31.242262
Ramsis St,rutting,1,30.065027,31.25171
Ramsis St,subsidence,2,30.05582,31.252926
Corniche El Nil,crack,3,30.059244,31.235084
Nasr Rd,pothole,1,30.062393,31.330973
Port Said St,pothole,2,30.075219,31.253744
Ramsis St,pothole,1,30.060452,31.249728
Autostrad Rd,crack,4,30.087524,31.357824
Port Said St,marking,4,30.065848,31.260226
Dokki St,rutting,2,30.03246,31.206428
Nasr Rd,pothole,4,30.055084,31.334238
Ring Road,crack,4,30.027142,31.202637
Tahrir Square Rd,subsidence,2,30.047326,31.235406
Tahrir Square Rd,subsidence,5,30.045013,31.229751
Ring Road,marking,4,30.016185,31.205644
Abbas El Akkad,pothole,3,30.064433,31.316825
Maadi Corniche,crack,4,29.969446,31.25067
Mohamed Farid St,crack,5,30.064648,31.251917
Airport Rd,rutting,5,30.119467,31.396955
Abbas El Akkad,pothole,1,30.071004,31.317946
Corniche El Nil,rutting,2,30.063565,31.246955
Suez Desert Rd,pothole,2,30.1025,31.393484
Mohamed Farid St,crack,1,30.059984,31.247743
Tahrir Square Rd,crack,5,30.045103,31.240302
Ramsis St,rutting,3,30.058378,31.248059
Maadi Corniche,pothole,5,29.963786,31.247373
Nasr Rd,rutting,3,30.053375,31.331965
Heliopolis Ave,crack,2,30.088412,31.325053
Maadi Corniche,rutting,4,29.972412,31.250821
Maadi Corniche,subsidence,4,29.967855,31.251881
Airport Rd,pothole,2,30.115729,31.395149
Airport Rd,pothole,3,30.116459,31.393596
Ramsis St,crack,5,30.063688,31.243695
Abbas El Akkad,rutting,3,30.067679,31.31667
Airport Rd,pothole,1,30.120991,31.403554
Corniche El Nil,crack,3,30.051704,31.237887
Airport Rd,rutting,3,30.124225,31.399612
Ramsis St,pothole,2,30.055475,31.256586
Mohamed Farid St,rutting,2,30.060337,31.256671
Ramsis St,crack,4,30.055732,31.255558
October Bridge,pothole,4,30.05219,31.23433
Port Said St,rutting,2,30.07613,31.260182
Suez Desert Rd,crack,1,30.102167,31.40651
Abbas El Akkad,marking,4,30.058206,31.320912
Shubra St,crack,1,30.108057,31.270607
Ain Shams St,pothole,4,30.108627,31.323014
Tahrir Square Rd,marking,2,30.044116,31.240296
Tahrir Square Rd,pothole,3,30.041814,31.240021
Nasr Rd,marking,4,30.057091,31.335609
Ring Road,rutting,3,30.0128,31.192608
Salah Salem,crack,4,30.071241,31.272356
Ring Road,crack,1,30.022092,31.206298
Abbas El Akkad,pothole,3,30.064892,31.320494
Shubra St,rutting,4,30.115272,31.26724
Ring Road,rutting,2,30.021882,31.19811
Ain Shams St,pothole,5,30.103659,31.327178
Abbas El Akkad,subsidence,4,30.06327,31.313001
Port Said St,crack,2,30.064719,31.262879
Shubra St,pothole,5,30.107915,31.275043
Port Said St,rutting,5,30.063587,31.267186
Heliopolis Ave,pothole,3,30.082919,31.314854
October Bridge,edge_break,2,30.057967,31.233375
Mohandiseen Rd,rutting,5,30.055415,31.203021
Ring Road,crack,5,30.018306,31.204912
Suez Desert Rd,rutting,2,30.099292,31.393244
Ramsis St,crack,2,30.05736,31.250961
Airport Rd,crack,4,30.122935,31.398037
Ring Road,crack,3,30.015179,31.206947
Salah Salem,crack,3,30.071611,31.274233
Mohandiseen Rd,crack,5,30.064746,31.20752
Dokki St,subsidence,1,30.038226,31.212805
Autostrad Rd,pothole,3,30.086754,31.34457
Tahrir Square Rd,marking,4,30.043799,31.238314
Heliopolis Ave,edge_break,5,30.085409,31.324956
Maadi Corniche,crack,5,29.97351,31.248346
Port Said St,crack,4,30.074568,31.262206
Salah Salem,pothole,4,30.068216,31.27318
Dokki St,rutting,2,30.03488,31.215974
Tahrir Square Rd,marking,3,30.040428,31.231052
Abbas El Akkad,marking,2,30.065725,31.318022
